epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,42.6504,0.74472,0.66667,1,0.60788,6.426e-05,6.426e-05,6.426e-05
